"Id","HomeTeam","HomeScore","AwayTeam","AwayScore","FormattedSpread","LineProvider","OverUnder","Spread","OpeningSpread","OpeningOverUnder","HomeMoneyline","AwayMoneyline"
"401761621","Troy","31","South Alabama","24","South Alabama -2.5","DraftKings","46.5","2.5","-3","","105","-125"
"401757278","Middle Tennessee","20","Missouri State","22","Missouri State -3","DraftKings","51.5","3","3.5","","130","-155"
"401762502","Rice","24","UAB","17","UAB -1.5","DraftKings","51.5","1.5","-4.5","","-108","-112"
"401762505","Florida Atlantic","40","Tulsa","21","Florida Atlantic -4.5","DraftKings","60.5","-4.5","-5.5","","-198","164"
"401761648","Louisiana","42","Texas State","39","Texas State -3.5","DraftKings","62.5","3.5","3","","145","-175"
"401757174","UConn","26","Air Force","16","UConn -7.5","DraftKings","64.5","-7.5","-7","","-305","245"
"401762507","Charlotte","7","UTSA","28","UTSA -16.5","DraftKings","57.5","16.5","18.5","","525","-750"
"401762510","Navy","41","South Florida","38","South Florida -9.5","DraftKings","62.5","9.5","10","","270","-340"
"401761651","Georgia State","18","Marshall","30","Marshall -9.5","DraftKings","59.5","9.5","5.5","","270","-340"
"401762506","UAB","24","North Texas","53","North Texas -17.5","DraftKings","68.5","17.5","19.5","","650","-1000"
"401757304","Missouri State","38","UTEP","24","Missouri State -6.5","DraftKings","47.5","-6.5","-4.5","","-258","210"
"401760413","Nevada","55","San José State","10","San José State -10","DraftKings","49.5","10","8.5","","295","-375"
"401761653","UL Monroe","14","South Alabama","26","South Alabama -4","DraftKings","49.5","4","3.5","","154","-185"
"401761654","Southern Miss","14","Texas State","41","Southern Miss -3","DraftKings","65.5","-3","-6.5","","-162","136"
"401757301","Florida International","34","Liberty","27","Liberty -2.5","DraftKings","51.5","2.5","4","","110","-130"
"401760414","UNLV","29","Utah State","26","UNLV -4.5","DraftKings","68.5","-4.5","","","-198","164"
"401757302","Jacksonville State","35","Kennesaw State","26","Kennesaw State -3.5","DraftKings","56.5","3.5","2.5","","160","-192"
"401752762","Mississippi State","21","Georgia","41","Georgia -9.5","DraftKings","56.5","9.5","9.5","","275","-345"
"401762855","Eastern Michigan","27","Bowling Green","21","Eastern Michigan -3","DraftKings","49.5","-3","-1.5","","-162","136"
"401760382","San Diego State","45","Colorado State","24","San Diego State -4.5","DraftKings","40.5","-4.5","-5.5","","-192","160"
"401754554","Louisville","27","Virginia","30","Louisville -6.5","DraftKings","59.5","-6.5","-7.5","","-250","205"
"401754586","Clemson","24","Florida State","10","Clemson -1.5","DraftKings","56.5","-1.5","-16.5","55.5","-118","-102"
"401754570","Louisville","38","Boston College","24","Louisville -25.5","DraftKings","54.5","-25.5","-22.5","","-2800","1300"
"401754550","Pittsburgh","48","Boston College","7","Pittsburgh -7","DraftKings","54.5","-7","-4.5","","-250","205"
"401752861","Purdue","27","Illinois","43","Illinois -7","DraftKings","54.5","7","12.5","","250","-310"
"401778306","Western Michigan","41","Kennesaw State","6","Western Michigan -3.5","DraftKings","47.5","-3.5","","","-162","136"
"401778307","NC State","31","Memphis","7","NC State -3.5","DraftKings","56.5","-3.5","","","-162","136"
"401779843","Oregon","51","James Madison","34","Oregon -20.5","DraftKings","47.5","-20.5","","","-2100","1100"
"401779842","Ole Miss","41","Tulane","10","Ole Miss -16.5","DraftKings","57.5","-16.5","","56.5","-850","575"
"401779841","Texas A&M","3","Miami","10","Texas A&M -3","DraftKings","48.5","-3","","","-142","120"
"401778308","Utah State","21","Washington State","34","Utah State -1.5","DraftKings","50.5","-1.5","","","-115","-105"
"401778309","Louisville","27","Toledo","22","Louisville -12.5","DraftKings","44.5","-12.5","-9.5","46.5","-485","370"
"401778310","Southern Miss","16","Western Kentucky","27","Southern Miss -3","DraftKings","59.5","-3","","","-142","120"
"401778311","Ohio","17","UNLV","10","UNLV -6.5","DraftKings","64.5","6.5","4","","205","-250"
"401778313","Northwestern","34","Central Michigan","7","Northwestern -13.5","DraftKings","43.5","-13.5","","","-500","380"
"401778316","East Carolina","23","Pittsburgh","17","Pittsburgh -12.5","DraftKings","51.5","12.5","","60.5","370","-485"
"401778317","Clemson","10","Penn State","22","Clemson -2.5","DraftKings","47.5","-2.5","","","-135","114"
"401778318","Army","41","UConn","16","Army -8.5","DraftKings","41.5","-8.5","","","-310","250"
"401778302","Washington","38","Boise State","10","Washington -10","DraftKings","55.5","-10","","","-380","300"
"401761612","Texas State","35","Nicholls","3","Texas State -32.5","DraftKings","57.5","-32.5","","","-9000","2500"
"401777329","Western Michigan","23","Miami (OH)","13","Western Michigan -2.5","DraftKings","44.5","-2.5","","43.5","-142","120"
"401778324","App State","10","Georgia Southern","29","Georgia Southern -10","DraftKings","57.5","10","","","300","-380"
"401762521","Navy","17","Army","16","Navy -6.5","DraftKings","37.5","-6.5","","","-250","205"
"401778330","Texas","41","Michigan","27","Texas -4.5","DraftKings","50.5","-4.5","","","-198","164"
"401757306","Kennesaw State","41","Missouri State","34","Kennesaw State -6.5","DraftKings","54.5","-6.5","-4","","-225","185"
"401762867","Toledo","38","Ball State","9","Toledo -29.5","DraftKings","45.5","-29.5","-22.5","","-9000","2500"
"401756960","Utah","51","Kansas State","47","Utah -17.5","DraftKings","52.5","-17.5","-16.5","","-850","575"
"401761660","Troy","31","Georgia State","19","Troy -9.5","DraftKings","50.5","-9.5","-10.5","","-360","285"
"401752779","South Carolina","51","Coastal Carolina","7","South Carolina -23.5","DraftKings","49.5","-23.5","-23.5","","-3200","1400"
"401777327","Texas Tech","34","BYU","7","Texas Tech -12.5","DraftKings","50.5","-12.5","","","-550","410"
"401752716","Vanderbilt","70","Georgia State","21","Vanderbilt -27.5","DraftKings","53.5","-27.5","-26.5","","-4500","1700"
"401754606","Wake Forest","52","Delaware","14","Wake Forest -17.5","DraftKings","49.5","-17.5","-17.5","","-1050","675"
"401762512","Army","25","Tulsa","26","Army -10","DraftKings","43.5","-10","-10.5","","-375","295"
"401752776","Georgia","35","Charlotte","3","Georgia -42.5","DraftKings","53.5","-42.5","-44.5","","",""
"401752954","James Madison","24","Washington State","20","James Madison -15.5","DraftKings","44.5","-15.5","-13.5","","-650","470"
"401756954","Arizona","41","Baylor","17","Arizona -6.5","DraftKings","61.5","-6.5","-6.5","","-238","195"
"401761657","Georgia Southern","10","Old Dominion","45","Old Dominion -10","DraftKings","61.5","10","10","","295","-375"
"401752773","Alabama","56","Eastern Illinois","0","Alabama -50.5","DraftKings","57.5","-50.5","-50.5","","",""
"401760410","San Diego State","17","Boise State","7","San Diego State -1.5","DraftKings","41.5","-1.5","-1.5","","-125","105"
"401760412","Fresno State","24","Wyoming","3","Fresno State -3","DraftKings","40.5","-3","-4.5","","-148","124"
"401762866","Kent State","16","Central Michigan","28","Central Michigan -7.5","DraftKings","50.5","7.5","7","","245","-305"
"401752778","Oklahoma","17","Missouri","6","Oklahoma -4.5","DraftKings","42.5","-4.5","-10.5","","-218","180"
"401754602","SMU","38","Louisville","6","SMU -4","DraftKings","49.5","-4","-1.5","","-185","154"
"401754603","Virginia Tech","17","Miami","34","Miami -17.5","DraftKings","49.5","17.5","15.5","","650","-1000"
"401761623","Coastal Carolina","23","UL Monroe","8","UL Monroe -3","DraftKings","46.5","3","2.5","","124","-148"
"401752860","Nebraska","38","Michigan State","27","Nebraska -12.5","DraftKings","48.5","-12.5","-10","","-485","370"
"401761609","Georgia Southern","45","Maine","17","Georgia Southern -23.5","DraftKings","57.5","-23.5","","","-2100","1100"
"401752940","App State","27","Oregon State","23","App State -1.5","DraftKings","53.5","-1.5","-1.5","","-122","102"
"401757265","Missouri State","42","UT Martin","10","Missouri State -14.5","DraftKings","55.5","-14.5","","","-600","440"
"401757280","Kennesaw State","35","Louisiana Tech","7","Louisiana Tech -4.5","DraftKings","46.5","4.5","5.5","","170","-205"
"401761643","Troy","10","Arkansas State","23","Troy -7.5","DraftKings","52.5","-7.5","-7","","-310","250"
"401754590","UConn","37","Duke","34","Duke -7.5","DraftKings","63.5","7.5","10.5","","250","-310"
"401757298","New Mexico State","21","Kennesaw State","24","Kennesaw State -11.5","DraftKings","52.5","11.5","6.5","","330","-425"
"401762471","East Carolina","28","Army","6","East Carolina -3.5","DraftKings","52.5","-3.5","-2.5","","-175","145"
"401760407","Colorado State","10","UNLV","42","UNLV -5.5","DraftKings","60.5","5.5","6.5","","180","-218"
"401762827","Miami (OH)","38","Lindenwood","0","Miami (OH) -22.5","DraftKings","49.5","-22.5","","","-2100","1100"
"401762474","Tulsa","14","Tulane","31","Tulane -14.5","DraftKings","52.5","14.5","14.5","","500","-700"
"401760384","San José State","35","New Mexico","28","San José State -1.5","DraftKings","58.5","-1.5","-3.5","","-120","100"
"401756915","UCF","20","Kansas","27","Kansas -4","DraftKings","53.5","4","3","","160","-192"
"401756921","Texas Tech","42","Kansas","17","Texas Tech -13.5","DraftKings","58.5","-13.5","-14","","-600","440"
"401760393","Boise State","56","UNLV","31","Boise State -12.5","DraftKings","60.5","-12.5","-8.5","","-485","370"
"401754372","Virginia Tech","42","California","34","Virginia Tech -6","DraftKings","50.5","-6","-2.5","","-225","185"
"401752748","LSU","25","Texas A&M","49","Texas A&M -1.5","DraftKings","50.5","1.5","-5.5","","102","-122"
"401760400","New Mexico","33","Utah State","14","New Mexico -3","DraftKings","61.5","-3","-1.5","","-155","130"
"401754545","Syracuse","3","Duke","38","Duke -4","DraftKings","59.5","4","6.5","","160","-192"
"401754555","SMU","31","Syracuse","18","SMU -17.5","DraftKings","56.5","-17.5","-16.5","","-750","525"
"401754551","California","21","Duke","45","Duke -3.5","DraftKings","54.5","3.5","1.5","","145","-175"
"401754587","Miami","38","Syracuse","10","Miami -28.5","DraftKings","46.5","-28.5","-28.5","","-5000","1800"
"401756917","Cincinnati","20","UCF","11","Cincinnati -10","DraftKings","55.5","-10","-10.5","","-395","310"
"401760399","Fresno State","0","San Diego State","23","San Diego State -3","DraftKings","46.5","3","2.5","","130","-155"
"401754544","Boston College","24","California","28","Boston College -6","DraftKings","54.5","-6","-4.5","","-230","190"
"401752870","Oregon","20","Indiana","30","Oregon -7","DraftKings","51.5","-7","-14.5","","-278","225"
"401752893","Penn State","24","Indiana","27","Indiana -14.5","DraftKings","49.5","14.5","11.5","","440","-600"
"401757274","New Mexico","38","New Mexico State","20","New Mexico -16.5","DraftKings","53.5","-16.5","-10","","-750","525"
"401762828","Western Michigan","47","Rhode Island","14","Western Michigan -7","DraftKings","45.5","-7","","43.5","-270","220"
"401756904","Iowa State","39","Arizona","14","Iowa State -4","DraftKings","48.5","-4","-7","","-180","150"
"401752721","Missouri","42","Massachusetts","6","Missouri -44.5","DraftKings","57.5","-44.5","-42.5","","",""
"401752898","Iowa","16","Oregon","18","Oregon -4.5","DraftKings","41.5","4.5","7.5","","164","-198"
"401754549","Stanford","30","San José State","29","Stanford -3","DraftKings","49.5","-3","-1.5","","-148","124"
"401757272","UTEP","11","Louisiana Tech","30","Louisiana Tech -3.5","DraftKings","48.5","3.5","4","","154","-185"
"401756903","Colorado","21","BYU","24","BYU -6.5","DraftKings","48.5","6.5","4","","205","-250"
"401752877","Wisconsin","0","Ohio State","34","Ohio State -24.5","DraftKings","41.5","24.5","28.5","","1300","-2800"
"401752752","Vanderbilt","17","Missouri","10","Vanderbilt -3","DraftKings","52.5","-3","-1.5","","-162","136"
"401752747","Kentucky","34","Tennessee","56","Tennessee -7.5","DraftKings","55.5","7.5","9.5","","235","-290"
"401752753","Arkansas","35","Mississippi State","38","Arkansas -5.5","DraftKings","66.5","-5.5","-3.5","","-205","170"
"401752892","Nebraska","17","USC","21","USC -4.5","DraftKings","59.5","4.5","4.5","","154","-185"
"401756942","Utah","45","Cincinnati","14","Utah -11.5","DraftKings","57.5","-11.5","-5.5","","-410","320"
"401752897","Purdue","10","Ohio State","34","Ohio State -29.5","DraftKings","49.5","29.5","28.5","","1700","-4500"
"401752719","Ole Miss","24","LSU","19","Ole Miss -2.5","DraftKings","57.5","-2.5","2.5","","-142","120"
"401760381","Navy","34","Air Force","31","Navy -13.5","DraftKings","50.5","-13.5","-11.5","","-520","390"
"401752728","Georgia","35","Kentucky","14","Georgia -19.5","DraftKings","48.5","-19.5","-20.5","","-1450","850"
"401756912","Cincinnati","38","Iowa State","30","Cincinnati -1.5","DraftKings","55.5","-1.5","3.5","","-125","105"
